ISO3,Code,Description,Region,NumberType,IsGeographic
MEX,436,Valle de Santiago,Guanajuato,geographic,true
MEX,437,Penjamo,Guanajuato,geographic,true
MEX,438,Zitacuaro,Michoacan,geographic,true
MEX,441,Queretaro,Queretaro,geographic,true
MEX,442,Queretaro,Queretaro,geographic,true
MEX,443,Morelia,Michoacan,geographic,true
MEX,444,San Luis Potosi,San Luis Potosi,geographic,true
MEX,445,Silao,Guanajuato,geographic,true
MEX,447,Irapuato,Guanajuato,geographic,true
MEX,448,Matehuala,San Luis Potosi,geographic,true
MEX,449,Aguascalientes,Aguascalientes,geographic,true
MEX,451,Patzcuaro,Michoacan,geographic,true
MEX,452,Uruapan,Michoacan,geographic,true
MEX,453,Apatzingan,Michoacan,geographic,true
MEX,454,Paracho,Michoacan,geographic,true
MEX,455,Tacambaro,Michoacan,geographic,true
MEX,456,Nueva Italia,Michoacan,geographic,true
MEX,457,Coalcoman,Michoacan,geographic,true
MEX,458,Los Reyes,Michoacan,geographic,true
MEX,459,Lazaro Cardenas,Michoacan,geographic,true
MEX,461,Celaya,Guanajuato,geographic,true
MEX,462,Leon,Guanajuato,geographic,true
MEX,463,Guanajuato,Guanajuato,geographic,true
MEX,464,Salamanca,Guanajuato,geographic,true
MEX,465,Cortazar,Guanajuato,geographic,true
MEX,466,San Felipe (overlay),Guanajuato,geographic,true
MEX,467,San Luis de la Paz,Guanajuato,geographic,true
MEX,468,Xichú,Guanajuato,geographic,true
MEX,469,San Francisco del Rincón,Guanajuato,geographic,true
MEX,471,Leon (overlay),Guanajuato,geographic,true
MEX,472,Leon (overlay),Guanajuato,geographic,true
MEX,473,Guanajuato (overlay),Guanajuato,geographic,true
MEX,474,Lagos de Moreno (overlay),Jalisco,geographic,true
MEX,475,Aguascalientes (overlay),Aguascalientes,geographic,true
MEX,476,San Francisco del Rincón (overlay),Guanajuato,geographic,true
MEX,477,Leon,Guanajuato,geographic,true
MEX,478,Celaya (overlay),Guanajuato,geographic,true
MEX,481,Rioverde,San Luis Potosi,geographic,true
MEX,482,Tamuin,San Luis Potosi,geographic,true
MEX,483,Ciudad Valles,San Luis Potosi,geographic,true
MEX,485,Tamazunchale,San Luis Potosi,geographic,true
MEX,486,Cerritos,San Luis Potosi,geographic,true
MEX,487,Cárdenas (SLP),San Luis Potosi,geographic,true
MEX,488,Guadalcazar,San Luis Potosi,geographic,true
MEX,489,Ebano,San Luis Potosi,geographic,true
MEX,492,Zacatecas,Zacatecas,geographic,true
MEX,493,Fresnillo,Zacatecas,geographic,true
MEX,494,Jerez,Zacatecas,geographic,true
MEX,495,Pinos,Zacatecas,geographic,true
MEX,496,Ojocaliente,Zacatecas,geographic,true
MEX,498,Rio Grande,Zacatecas,geographic,true
MEX,499,Jalpa,Zacatecas,geographic,true
MEX,591,Chilpancingo,Guerrero,geographic,true
MEX,592,Iguala,Guerrero,geographic,true
MEX,593,Zihuatanejo,Guerrero,geographic,true
MEX,594,Taxco,Guerrero,geographic,true
MEX,595,Ecatepec,Mexico State,geographic,true
MEX,596,Texcoco,Mexico State,geographic,true
MEX,597,Zumpango,Mexico State,geographic,true
MEX,598,Pachuca (overlay),Hidalgo,geographic,true
MEX,599,Jilotepec,Mexico State,geographic,true
MEX,612,La Paz,Baja California Sur,geographic,true
MEX,613,Ciudad Constitucion,Baja California Sur,geographic,true
MEX,614,Chihuahua,Chihuahua,geographic,true
MEX,615,Guerrero Negro,Baja California Sur,geographic,true
MEX,616,Ensenada (overlay),Baja California,geographic,true
MEX,618,Durango,Durango,geographic,true
MEX,621,Navojoa,Sonora,geographic,true
MEX,622,Ciudad Obregon,Sonora,geographic,true
MEX,623,Caborca,Sonora,geographic,true
MEX,624,San Jose del Cabo / Cabo San Lucas,Baja California Sur,geographic,true
MEX,625,Agua Prieta,Sonora,geographic,true
MEX,626,Cuauhtemoc (Chihuahua),Chihuahua,geographic,true
MEX,627,Nogales (overlay),Sonora,geographic,true
MEX,628,Empalme,Sonora,geographic,true
MEX,629,Magdalena,Sonora,geographic,true
MEX,631,Nogales,Sonora,geographic,true
MEX,632,Puerto Peñasco,Sonora,geographic,true
MEX,633,Hermosillo (overlay),Sonora,geographic,true
MEX,634,Alamos,Sonora,geographic,true
MEX,635,Navajoa (overlay),Sonora,geographic,true
MEX,636,Cananea,Sonora,geographic,true
MEX,637,Huatabampo,Sonora,geographic,true
MEX,638,Santa Ana,Sonora,geographic,true
MEX,639,Guaymas (overlay),Sonora,geographic,true
MEX,641,Guaymas,Sonora,geographic,true
MEX,642,Navojoa (overlay),Sonora,geographic,true
MEX,643,Huatabampo (overlay),Sonora,geographic,true
MEX,644,Ciudad Obregon (overlay),Sonora,geographic,true
MEX,645,Alamos (overlay),Sonora,geographic,true
MEX,646,Ensenada,Baja California,geographic,true
MEX,647,Navajoa (overlay),Sonora,geographic,true
MEX,648,Ciudad Camargo (Chihuahua),Chihuahua,geographic,true
MEX,649,Jimenez (Chihuahua),Chihuahua,geographic,true
MEX,651,Tecate,Baja California,geographic,true
MEX,652,Nuevo Casas Grandes,Chihuahua,geographic,true
MEX,653,San Luis Rio Colorado,Sonora,geographic,true
MEX,656,Ciudad Juarez,Chihuahua,geographic,true
MEX,658,La Rumorosa / Tecate,Baja California,geographic,true
MEX,659,Ojinaga,Chihuahua,geographic,true
MEX,661,Rosarito / Tijuana (overlay),Baja California,geographic,true
MEX,662,Hermosillo,Sonora,geographic,true
MEX,664,Tijuana,Baja California,geographic,true
MEX,665,Tijuana (overlay),Baja California,geographic,true
MEX,667,Culiacan,Sinaloa,geographic,true
MEX,668,Los Mochis,Sinaloa,geographic,true
MEX,669,Mazatlan,Sinaloa,geographic,true
MEX,671,Guasave,Sinaloa,geographic,true
MEX,672,El Fuerte / Choix,Sinaloa,geographic,true
MEX,673,Guamuchil,Sinaloa,geographic,true
MEX,674,Cosala,Sinaloa,geographic,true
MEX,675,Escuinapa,Sinaloa,geographic,true
MEX,676,El Rosario (Sinaloa),Sinaloa,geographic,true
MEX,677,Mocorito,Sinaloa,geographic,true
MEX,686,Mexicali,Baja California,geographic,true
MEX,687,Culiacan (overlay),Sinaloa,geographic,true
MEX,694,Concordia,Sinaloa,geographic,true
MEX,695,Angostura,Sinaloa,geographic,true
MEX,696,Navolato,Sinaloa,geographic,true
MEX,697,Mazatlan (overlay),Sinaloa,geographic,true
MEX,698,Culiacan (overlay),Sinaloa,geographic,true
MEX,714,Acapulco (overlay),Guerrero,geographic,true
MEX,717,Toluca (overlay),Mexico State,geographic,true
MEX,718,Tlalnepantla (overlay),Mexico State,geographic,true
MEX,719,Toluca (overlay),Mexico State,geographic,true
MEX,721,Toluca,Mexico State,geographic,true
MEX,722,Toluca (overlay),Mexico State,geographic,true
MEX,723,Ixtapan de la Sal,Mexico State,geographic,true
MEX,724,Sultepec,Mexico State,geographic,true
MEX,725,Tenancingo,Mexico State,geographic,true
MEX,726,Tejupilco,Mexico State,geographic,true
MEX,727,Valle de Bravo,Mexico State,geographic,true
MEX,728,Atlacomulco,Mexico State,geographic,true
MEX,729,Temascaltepec,Mexico State,geographic,true
MEX,731,Cuernavaca (overlay),Morelos,geographic,true
MEX,732,Jojutla,Morelos,geographic,true
MEX,733,Taxco,Guerrero,geographic,true
MEX,734,Iguala,Guerrero,geographic,true
MEX,735,Cuautla,Morelos,geographic,true
MEX,736,Puente de Ixtla,Morelos,geographic,true
MEX,737,Chilpancingo,Guerrero,geographic,true
MEX,738,Tlapa,Guerrero,geographic,true
MEX,739,Zihuatanejo (overlay),Guerrero,geographic,true
MEX,741,Acapulco (overlay),Guerrero,geographic,true
MEX,742,Ometepec,Guerrero,geographic,true
MEX,743,Tecpan de Galeana,Guerrero,geographic,true
MEX,744,Acapulco,Guerrero,geographic,true
MEX,745,Altamirano,Guerrero,geographic,true
MEX,746,Ayutla,Guerrero,geographic,true
MEX,747,Chilapa,Guerrero,geographic,true
MEX,749,Tixtla,Guerrero,geographic,true
MEX,751,Zihuatanejo (overlay),Guerrero,geographic,true
MEX,753,Lazaro Cardenas (overlay),Michoacan,geographic,true
MEX,755,Zihuatanejo,Guerrero,geographic,true
MEX,756,Ciudad Altamirano,Guerrero,geographic,true
MEX,757,Petatlán,Guerrero,geographic,true
MEX,758,Cruz Grande,Guerrero,geographic,true
MEX,761,Tula de Allende,Hidalgo,geographic,true
MEX,762,Acapulco (overlay),Guerrero,geographic,true
MEX,764,Ixmiquilpan,Hidalgo,geographic,true
MEX,765,Tulancingo,Hidalgo,geographic,true
MEX,766,Actopan,Hidalgo,geographic,true
MEX,767,Cuernavaca,Morelos,geographic,true
MEX,769,Huejutla,Hidalgo,geographic,true
MEX,771,Pachuca,Hidalgo,geographic,true
MEX,772,Tizayuca,Hidalgo,geographic,true
MEX,773,Zimapan,Hidalgo,geographic,true
MEX,774,Apan,Hidalgo,geographic,true
MEX,775,Tepeji del Rio,Hidalgo,geographic,true
MEX,776,Mixquiahuala,Hidalgo,geographic,true
MEX,777,Cuernavaca,Morelos,geographic,true
MEX,778,Pachuca (overlay),Hidalgo,geographic,true
MEX,779,Tulancingo (overlay),Hidalgo,geographic,true
MEX,781,Poza Rica,Veracruz,geographic,true
MEX,782,Tuxpan (Veracruz),Veracruz,geographic,true
MEX,783,Papantla,Veracruz,geographic,true
MEX,784,Tantoyuca,Veracruz,geographic,true
MEX,785,Cerro Azul,Veracruz,geographic,true
MEX,786,Naranjos (overlay),Veracruz,geographic,true
MEX,789,Tempoal (overlay),Veracruz,geographic,true
MEX,791,Pachuca (overlay),Hidalgo,geographic,true
MEX,797,Coatzacoalcos (overlay),Veracruz,geographic,true
MEX,821,Ciudad Victoria,Tamaulipas,geographic,true
MEX,822,Ciudad Mante,Tamaulipas,geographic,true
MEX,823,Soto la Marina,Tamaulipas,geographic,true
MEX,824,Linares,Nuevo Leon,geographic,true
MEX,825,Montemorelos,Nuevo Leon,geographic,true
MEX,826,Cd. de Abasolo,Tamaulipas,geographic,true
MEX,828,Sabinas Hidalgo,Nuevo Leon,geographic,true
MEX,829,Ciudad Victoria (overlay),Tamaulipas,geographic,true
MEX,831,Cd. Mante (overlay),Tamaulipas,geographic,true
MEX,833,Tampico / Ciudad Madero,Tamaulipas,geographic,true
MEX,834,Ciudad Victoria (overlay),Tamaulipas,geographic,true
MEX,835,Tula (Tamaulipas),Tamaulipas,geographic,true
MEX,836,Gonzalez,Tamaulipas,geographic,true
MEX,841,Ciudad Victoria (overlay),Tamaulipas,geographic,true
MEX,842,Jaumave,Tamaulipas,geographic,true
MEX,844,Saltillo,Coahuila,geographic,true
MEX,845,Tamazunchale (overlay),San Luis Potosi,geographic,true
MEX,846,Ciudad Valles (overlay),San Luis Potosi,geographic,true
MEX,861,Sabinas,Coahuila,geographic,true
MEX,862,Muzquiz,Coahuila,geographic,true
MEX,864,Monclova,Coahuila,geographic,true
MEX,866,Nueva Rosita,Coahuila,geographic,true
MEX,867,Piedras Negras (overlay),Coahuila,geographic,true
MEX,868,Matamoros (Tamaulipas),Tamaulipas,geographic,true
MEX,869,Parras,Coahuila,geographic,true
MEX,871,Torreon / Gomez Palacio,Coahuila,geographic,true
MEX,872,Lerdo,Durango,geographic,true
MEX,873,San Pedro de las Colonias,Coahuila,geographic,true
MEX,877,Piedras Negras,Coahuila,geographic,true
MEX,878,Acuña,Coahuila,geographic,true
MEX,891,Reynosa,Tamaulipas,geographic,true
MEX,892,Nuevo Laredo (overlay),Tamaulipas,geographic,true
MEX,894,Reynosa (overlay),Tamaulipas,geographic,true
MEX,897,Nuevo Laredo,Tamaulipas,geographic,true
MEX,899,Reynosa (overlay),Tamaulipas,geographic,true
MEX,913,Villahermosa (overlay),Tabasco,geographic,true
MEX,914,Cardenas (Tabasco),Tabasco,geographic,true
MEX,916,Emiliano Zapata,Tabasco,geographic,true
MEX,917,Comalcalco,Tabasco,geographic,true
MEX,919,Palenque,Chiapas,geographic,true
MEX,921,Coatzacoalcos (overlay),Veracruz,geographic,true
MEX,922,Minatitlan (overlay),Veracruz,geographic,true
MEX,923,Las Choapas (overlay),Veracruz,geographic,true
MEX,924,Isla (overlay),Veracruz,geographic,true
MEX,932,Huimanguillo,Tabasco,geographic,true
MEX,933,Villahermosa,Tabasco,geographic,true
MEX,934,Macuspana,Tabasco,geographic,true
MEX,936,Tenosique,Tabasco,geographic,true
MEX,937,Paraiso,Tabasco,geographic,true
MEX,938,Ciudad del Carmen,Campeche,geographic,true
MEX,951,Oaxaca,Oaxaca,geographic,true
MEX,953,Huajuapan,Oaxaca,geographic,true
MEX,954,Pinotepa Nacional,Oaxaca,geographic,true
MEX,958,Puerto Escondido,Oaxaca,geographic,true
MEX,961,Tuxtla Gutierrez,Chiapas,geographic,true
MEX,962,Tapachula,Chiapas,geographic,true
MEX,963,Comitan,Chiapas,geographic,true
MEX,964,Tonala (Chiapas),Chiapas,geographic,true
MEX,965,San Cristobal de las Casas,Chiapas,geographic,true
MEX,966,Huixtla,Chiapas,geographic,true
MEX,967,San Cristobal de las Casas (overlay),Chiapas,geographic,true
MEX,968,Juchitan,Oaxaca,geographic,true
MEX,969,Merida (overlay),Yucatan,geographic,true
MEX,971,Salina Cruz,Oaxaca,geographic,true
MEX,972,Tehuantepec,Oaxaca,geographic,true
MEX,981,Campeche,Campeche,geographic,true
MEX,982,Champoton,Campeche,geographic,true
MEX,983,Chetumal,Quintana Roo,geographic,true
MEX,984,Playa del Carmen,Quintana Roo,geographic,true
MEX,985,Tizimin,Yucatan,geographic,true
MEX,986,Ticul,Yucatan,geographic,true
MEX,987,Cozumel,Quintana Roo,geographic,true
MEX,988,Motul,Yucatan,geographic,true
MEX,991,Merida (overlay),Yucatan,geographic,true
MEX,993,Villahermosa (overlay),Tabasco,geographic,true
MEX,994,Frontera (Tabasco),Tabasco,geographic,true
MEX,996,Valladolid,Yucatan,geographic,true
MEX,997,Merida,Yucatan,geographic,true
MEX,998,Cancun,Quintana Roo,geographic,true
MEX,999,Merida,Yucatan,geographic,true
MEX,800,Toll-Free Service (Lada 800),,toll-free,false
MEX,900,Premium Rate Service,,premium-rate,false
MEX,1,Former mobile prefix (deprecated 2019) - mobile numbers now use geographic NDCs,,mobile,false
GBR,20,London,Greater London,geographic,true
GBR,23,Southampton/Portsmouth,Hampshire,geographic,true
GBR,24,Coventry,West Midlands,geographic,true
GBR,28,Northern Ireland,Northern Ireland,geographic,true
GBR,29,Cardiff,Wales,geographic,true
GBR,113,Leeds,West Yorkshire,geographic,true
GBR,114,Sheffield,South Yorkshire,geographic,true
GBR,115,Nottingham,Nottinghamshire,geographic,true
GBR,116,Leicester,Leicestershire,geographic,true
GBR,117,Bristol,Avon,geographic,true
GBR,118,Reading,Berkshire,geographic,true
GBR,121,Birmingham,West Midlands,geographic,true
GBR,131,Edinburgh,Scotland,geographic,true
GBR,141,Glasgow,Scotland,geographic,true
GBR,151,Liverpool,Merseyside,geographic,true
GBR,161,Manchester,Greater Manchester,geographic,true
GBR,191,Newcastle upon Tyne,Tyne and Wear,geographic,true
GBR,1225,Bath,Somerset,geographic,true
GBR,1904,York,North Yorkshire,geographic,true
GBR,1865,Oxford,Oxfordshire,geographic,true
GBR,1223,Cambridge,Cambridgeshire,geographic,true
GBR,1224,Aberdeen,Scotland,geographic,true
GBR,1382,Dundee,Scotland,geographic,true
GBR,1392,Exeter,Devon,geographic,true
GBR,1752,Plymouth,Devon,geographic,true
GBR,1603,Norwich,Norfolk,geographic,true
GBR,1473,Ipswich,Suffolk,geographic,true
GBR,1792,Swansea,Wales,geographic,true
GBR,1902,Wolverhampton,West Midlands,geographic,true
GBR,1273,Brighton,East Sussex,geographic,true
GBR,1332,Derby,Derbyshire,geographic,true
GBR,1782,Stoke-on-Trent,Staffordshire,geographic,true
GBR,1642,Middlesbrough,Cleveland,geographic,true
GBR,1463,Inverness,Highland,geographic,true
GBR,1227,Canterbury,Kent,geographic,true
GBR,1582,Luton,Bedfordshire,geographic,true
GBR,1202,Bournemouth,Dorset,geographic,true
GBR,1793,Swindon,Wiltshire,geographic,true
GBR,1604,Northampton,Northamptonshire,geographic,true
GBR,1733,Peterborough,Cambridgeshire,geographic,true
GBR,1452,Gloucester,Gloucestershire,geographic,true
GBR,1905,Worcester,Worcestershire,geographic,true
GBR,1228,Carlisle,Cumbria,geographic,true
GBR,1522,Lincoln,Lincolnshire,geographic,true
GBR,1244,Chester,Cheshire,geographic,true
GBR,1743,Shrewsbury,Shropshire,geographic,true
GBR,1432,Hereford,Herefordshire,geographic,true
GBR,1722,Salisbury,Wiltshire,geographic,true
GBR,1962,Winchester,Hampshire,geographic,true
GBR,1206,Colchester,Essex,geographic,true
GBR,1245,Chelmsford,Essex,geographic,true
GBR,1908,Milton Keynes,Buckinghamshire,geographic,true
GBR,1923,Watford,Hertfordshire,geographic,true
GBR,1011,Unassigned,,geographic,true
GBR,70,Personal numbering,,personal,false
GBR,74,Mobile,,mobile,false
GBR,75,Mobile,,mobile,false
GBR,76,Mobile,,mobile,false
GBR,77,Mobile,,mobile,false
GBR,78,Mobile,,mobile,false
GBR,79,Mobile,,mobile,false
GBR,80,Freephone,,toll-free,false
GBR,84,Local rate,,shared-cost,false
GBR,87,National rate,,shared-cost,false
GBR,90,Premium rate,,premium-rate,false
GBR,91,Premium rate,,premium-rate,false
GBR,55,Corporate,,corporate,false
GBR,56,VoIP,,voip,false
DEU,30,Berlin,Berlin,geographic,true
DEU,40,Hamburg,Hamburg,geographic,true
DEU,69,Frankfurt am Main,Hesse,geographic,true
DEU,89,Munich,Bavaria,geographic,true
DEU,211,Duesseldorf,NRW,geographic,true
DEU,221,Cologne,NRW,geographic,true
DEU,228,Bonn,NRW,geographic,true
DEU,231,Dortmund,NRW,geographic,true
DEU,241,Aachen,NRW,geographic,true
DEU,251,Muenster,NRW,geographic,true
DEU,261,Koblenz,Rhineland-Palatinate,geographic,true
DEU,341,Leipzig,Saxony,geographic,true
DEU,351,Dresden,Saxony,geographic,true
DEU,361,Erfurt,Thuringia,geographic,true
DEU,371,Chemnitz,Saxony,geographic,true
DEU,381,Rostock,Mecklenburg-Vorpommern,geographic,true
DEU,391,Magdeburg,Saxony-Anhalt,geographic,true
DEU,421,Bremen,Bremen,geographic,true
DEU,431,Kiel,Schleswig-Holstein,geographic,true
DEU,441,Oldenburg,Lower Saxony,geographic,true
DEU,451,Luebeck,Schleswig-Holstein,geographic,true
DEU,461,Flensburg,Schleswig-Holstein,geographic,true
DEU,471,Bremerhaven,Bremen,geographic,true
DEU,511,Hanover,Lower Saxony,geographic,true
DEU,521,Bielefeld,NRW,geographic,true
DEU,531,Braunschweig,Lower Saxony,geographic,true
DEU,541,Osnabrueck,Lower Saxony,geographic,true
DEU,551,Goettingen,Lower Saxony,geographic,true
DEU,561,Kassel,Hesse,geographic,true
DEU,611,Wiesbaden,Hesse,geographic,true
DEU,621,Mannheim/Ludwigshafen,Baden-Wuerttemberg,geographic,true
DEU,631,Kaiserslautern,Rhineland-Palatinate,geographic,true
DEU,641,Giessen,Hesse,geographic,true
DEU,651,Trier,Rhineland-Palatinate,geographic,true
DEU,661,Fulda,Hesse,geographic,true
DEU,681,Saarbruecken,Saarland,geographic,true
DEU,711,Stuttgart,Baden-Wuerttemberg,geographic,true
DEU,721,Karlsruhe,Baden-Wuerttemberg,geographic,true
DEU,731,Ulm,Baden-Wuerttemberg,geographic,true
DEU,761,Freiburg,Baden-Wuerttemberg,geographic,true
DEU,821,Augsburg,Bavaria,geographic,true
DEU,831,Kempten,Bavaria,geographic,true
DEU,841,Ingolstadt,Bavaria,geographic,true
DEU,851,Passau,Bavaria,geographic,true
DEU,871,Landshut,Bavaria,geographic,true
DEU,911,Nuremberg,Bavaria,geographic,true
DEU,921,Bayreuth,Bavaria,geographic,true
